system,condition,verdict,occurrences,first_location,scope_judgement
Gastroenterology,Autoimmune Liver Disease,ABSENT,0,weak-signal:Autoimmune=124,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Autoimmune Pancreatitis,ABSENT,0,weak-signal:Pancreatitis=47,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Biliary cirrhosis,IN A TAUGHT SECTION,2,09_02_Dermatology_-_Melanocytic_Lesions_and_Mimickers.md#Pyoderma gangrenosum,covered - named inside a teaching entry
Gastroenterology,Celiac Disease,OWNS ENTRY,36,03_Gastrointestinal.md#Coeliac Disease,covered - owns an entry
Gastroenterology,Celiac sprue,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Crohn's Disease,OWNS ENTRY,9,03_Gastrointestinal.md#Crohn's Disease,covered - owns an entry
Gastroenterology,Inflammatory bowel disease (IBD),OWNS ENTRY,49,03_Gastrointestinal.md#Inflammatory Bowel Disease,covered - owns an entry
Gastroenterology,Ulcerative colitis (UC),OWNS ENTRY,2,03_Gastrointestinal.md#Ulcerative Colitis,covered - owns an entry
Gastroenterology,Primary biliary cholangitis,OWNS ENTRY,2,03_Gastrointestinal.md#Primary Biliary Cholangitis (PBC),covered - owns an entry
Gastroenterology,Primary biliary cirrhosis,IN A TAUGHT SECTION,1,09_02_Dermatology_-_Melanocytic_Lesions_and_Mimickers.md#Pyoderma gangrenosum,covered - named inside a teaching entry
Gastroenterology,Primary sclerosing cholangitis,OWNS ENTRY,1,03_Gastrointestinal.md#Primary Sclerosing Cholangitis (PSC),covered - owns an entry
Gastroenterology,Chronic constipation,IN A TAUGHT SECTION,5,03_Gastrointestinal.md#Sigmoid and Caecal Volvulus,covered - named inside a teaching entry
Gastroenterology,Fecal impaction,IN A TAUGHT SECTION,5,03_Gastrointestinal.md#Faecal Incontinence (Adult),covered - named inside a teaching entry
Gastroenterology,Irritable bowel syndrome,OWNS ENTRY,4,03_Gastrointestinal.md#Irritable Bowel Syndrome (IBS),covered - owns an entry
Gastroenterology,Amyand's hernia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Anal atresia,IN A TAUGHT SECTION,1,"15_22b_Paeds_-_Neonatal_Respiratory_Distress_and_Jaundice.md#Aetiologies, risk factors, and pathophysiology",covered - named inside a teaching entry
Gastroenterology,Biliary atresia,MENTIONED,1,,named in prose only - not individually verified
Gastroenterology,Caroli disease,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Choledochal cyst,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Duodenal Atresia,IN A TAUGHT SECTION,2,15_20a_Paeds_-_Trisomies_and_Sex_Chromosome_Disorders.md#Associated conditions,covered - named inside a teaching entry
Gastroenterology,Esophageal atresia,OWNS ENTRY,7,15_08_Paeds_-_Surgical_Abdomen__Appendicitis__Intussusception__Pyloric_Stenosis__Hirschsprung__Oesophageal_Atresia_.md#Oesophageal atresia / Tracheo-oesophageal fistula,covered - owns an entry
Gastroenterology,Esophageal Webs,IN A TAUGHT SECTION,1,03_Gastrointestinal.md#Plummer-Vinson Syndrome,covered - named inside a teaching entry
Gastroenterology,Gastroschisis,OWNS ENTRY,4,15_09a_Paeds_-_Congenital_Abdominal_Wall_and_GI_Anomalies.md#Gastroschisis and omphalocele,covered - owns an entry
Gastroenterology,Hepatic hemangioma,ABSENT,0,weak-signal:hemangioma=5,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Hypertrophic pyloric stenosis,ABSENT,0,weak-signal:Hypertrophic=5,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Intestinal atresia,ABSENT,0,weak-signal:Intestinal=27,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Littre's hernia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Malrotation,OWNS ENTRY,4,15_09a_Paeds_-_Congenital_Abdominal_Wall_and_GI_Anomalies.md#Mid-gut malrotation,covered - owns an entry
Gastroenterology,Malrotation with Volvulus,ABSENT,0,weak-signal:Malrotation=4,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Meckel's diverticulum,OWNS ENTRY,4,15_09a_Paeds_-_Congenital_Abdominal_Wall_and_GI_Anomalies.md#Meckel's diverticulum,covered - owns an entry
Gastroenterology,Simple liver cyst,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Tracheoesophageal fistula,IN A TAUGHT SECTION,4,15_08_Paeds_-_Surgical_Abdomen__Appendicitis__Intussusception__Pyloric_Stenosis__Hirschsprung__Oesophageal_Atresia_.md#Oesophageal atresia / Tracheo-oesophageal fistula,covered - named inside a teaching entry
Gastroenterology,Umbilical hernia,IN A TAUGHT SECTION,3,15_16a_Paeds_-_Hypothyroidism.md#Congenital hypothyroidism (cretinism),covered - named inside a teaching entry
Gastroenterology,Diverticular Disease,OWNS ENTRY,7,03_Gastrointestinal.md#Diverticular Disease,covered - owns an entry
Gastroenterology,Diverticulosis,OWNS ENTRY,2,03_Gastrointestinal.md#Diverticular Disease,covered - owns an entry
Gastroenterology,Drug-Induced Liver Disease,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Fecal incontinence,OWNS ENTRY,6,03_Gastrointestinal.md#Faecal Incontinence (Adult),covered - owns an entry
Gastroenterology,Gastric outlet obstruction,MENTIONED,1,,named in prose only - not individually verified
Gastroenterology,Gastric ulcer,IN A TAUGHT SECTION,5,03_Gastrointestinal.md#Peptic Ulcer Disease,covered - named inside a teaching entry
Gastroenterology,Gastritis,OWNS ENTRY,14,03_Gastrointestinal.md#Gastritis,covered - owns an entry
Gastroenterology,Gastroesophageal reflux disease,ABSENT,0,,COVERED: GORD owns an entry (28 uses); US/AU spelling
Gastroenterology,Gastrointestinal disease,MENTIONED,5,,named in prose only - not individually verified
Gastroenterology,GERD,OWNS ENTRY,26,03_Gastrointestinal.md#GORD,covered - owns an entry
Gastroenterology,Hemorrhoids,OWNS ENTRY,13,03_Gastrointestinal.md#Haemorrhoids,covered - owns an entry
Gastroenterology,Hepatic failure,IN A TAUGHT SECTION,3,03_Gastrointestinal.md#Hepatitis A,covered - named inside a teaching entry
Gastroenterology,Hiatus hernia,OWNS ENTRY,5,03_Gastrointestinal.md#Hiatus Hernia,covered - owns an entry
Gastroenterology,Hyperplastic polyp,ABSENT,0,weak-signal:Hyperplastic=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Inguinal Hernia,OWNS ENTRY,10,15_09a_Paeds_-_Congenital_Abdominal_Wall_and_GI_Anomalies.md#Inguinal hernia,covered - owns an entry
Gastroenterology,Intestinal obstruction,IN A TAUGHT SECTION,1,15_08_Paeds_-_Surgical_Abdomen__Appendicitis__Intussusception__Pyloric_Stenosis__Hirschsprung__Oesophageal_Atresia_.md#Intussusception,covered - named inside a teaching entry
Gastroenterology,Strangulated Hernia,MENTIONED,3,,named in prose only - not individually verified
Gastroenterology,Strictures,OWNS ENTRY,30,13_06b_ENT_-_Dysphagia_and_Oesophageal_Pathology.md#Benign oesophageal stricture,covered - owns an entry
Gastroenterology,Zenker's Diverticulum,OWNS ENTRY,0,13_06b_ENT_-_Dysphagia_and_Oesophageal_Pathology.md#Pharyngeal pouch (Zenker's diverticulum),covered - owns an entry
Gastroenterology,Mirizzi syndrome,IN A TAUGHT SECTION,1,03_Gastrointestinal.md#Acute Cholecystitis,covered - named inside a teaching entry
Gastroenterology,Obturator hernia,ABSENT,0,weak-signal:Obturator=4,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Peptic Stricture,ABSENT,0,weak-signal:Stricture=30,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Perianal Skin Tags,ABSENT,0,weak-signal:Perianal=17,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Rectal prolapse,IN A TAUGHT SECTION,3,02_Respiratory.md#Cystic Fibrosis,covered - named inside a teaching entry
Gastroenterology,Schatzki Ring,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Spigelian hernia,ABSENT,0,weak-signal:Spigelian=2,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Zollinger-Ellison syndrome,IN A TAUGHT SECTION,3,03_Gastrointestinal.md#Peptic Ulcer Disease,covered - named inside a teaching entry
Gastroenterology,Maldigestion,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Pancreatic insufficiency,IN A TAUGHT SECTION,2,02_Respiratory.md#Cystic Fibrosis,covered - named inside a teaching entry
Gastroenterology,Incisional hernia,ABSENT,0,weak-signal:Incisional=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Achalasia,IN A TAUGHT SECTION,2,13_06b_ENT_-_Dysphagia_and_Oesophageal_Pathology.md#Dysphagia — approach,covered - named inside a teaching entry
Gastroenterology,Afferent loop syndrome,ABSENT,0,weak-signal:Afferent=9,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Anorectal disease,ABSENT,0,weak-signal:Anorectal=11,UMBRELLA LABEL - not a condition an entry could own
Gastroenterology,Bezoars,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Blind-loop syndrome,MENTIONED,1,,named in prose only - not individually verified
Gastroenterology,Cecal volvulus,OWNS ENTRY,5,03_Gastrointestinal.md#Sigmoid and Caecal Volvulus,covered - owns an entry
Gastroenterology,Colonic pseudo-obstruction,ABSENT,0,weak-signal:obstruction=174,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Esophageal Diverticula,ABSENT,0,weak-signal:Diverticula=15,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Esophageal dysmotility,IN A TAUGHT SECTION,1,12_03_Rheum_-_Connective_Tissue_Diseases__SLE__Systemic_Sclerosis__Dermatomyositis__Polymyositis__Sjogren_.md#Systemic sclerosis (scleroderma),covered - named inside a teaching entry
Gastroenterology,Esophageal Motor Disorders,ABSENT,0,weak-signal:Esophageal=41,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Esophageal spasm,MENTIONED,1,,named in prose only - not individually verified
Gastroenterology,Femoral hernia,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Gastroenterology,Focal nodular hyperplasia,MENTIONED,1,,named in prose only - not individually verified
Gastroenterology,Gastric stasis,IN A TAUGHT SECTION,2,06_Metabolic_Medicine_and_Endocrinology.md#Diabetic Ketoacidosis (DKA),covered - named inside a teaching entry
Gastroenterology,Gastric volvulus,MENTIONED,1,,named in prose only - not individually verified
Gastroenterology,Gastroparesis,IN A TAUGHT SECTION,4,04_Neurology.md#Diabetic Neuropathy,covered - named inside a teaching entry
